Relative_Time_[ms],Voltage_out_[AU]
20151,678
20162,678
20173,678
20185,678
20196,678
20207,677
20219,677
20231,678
20242,678
20253,678
20264,678
20276,678
20288,678
20299,678
20311,678
20322,678
20333,678
20345,678
20357,679
20368,678
20379,678
20390,678
20402,678
20414,678
20425,678
20436,678
20448,678
20459,678
20470,678
20483,677
20494,678
20505,678
20516,678
20528,677
20539,678
20551,678
20562,678
20574,678
20585,678
20596,678
20608,678
20620,678
20631,679
20642,678
20654,678
20665,678
20677,678
20688,678
20700,678
20711,678
20722,678
20733,678
20746,678
20757,678
20768,678
20780,678
20791,678
20802,678
20814,678
20826,678
20837,678
20848,678
20859,678
20871,678
20883,678
20894,678
20905,678
20917,678
20928,678
20939,678
20952,678
20963,678
20974,677
20985,678
20997,678
21008,677
21020,678
21031,678
21043,678
21054,678
21065,678
21078,678
21089,678
21100,678
21111,679
21123,678
21134,678
21146,678
21157,678
21169,678
21180,678
21191,678
21202,678
21215,678
21226,678
21237,678
21249,679
21260,678
21271,678
21283,678
21295,678
21306,678
21317,678
21328,678
21340,678
21352,678
21363,678
21374,678
21386,678
21397,678
21409,678
21421,678
21432,678
21443,678
21454,678
21466,678
21478,678
21489,678
21500,678
21512,678
21523,678
21534,678
21547,678
21558,678
21569,678
21580,678
21592,678
21603,678
21615,678
21626,678
21638,677
21649,678
21660,678
21671,678
21684,678
21695,678
21706,678
21718,678
21729,678
21740,678
21752,678
21764,679
21775,678
21786,678
21797,678
21810,678
21821,678
21832,678
21843,678
21855,678
21866,678
21878,678
21890,678
21901,678
21912,678
21923,677
21935,677
21947,678
21958,677
21969,677
21981,678
21992,677
22003,677
22016,678
22027,678
22038,678
22049,678
22061,677
22072,678
22084,678
22095,678
22107,677
22118,678
22129,677
22141,678
22153,677
22164,677
22175,677
22187,678
22198,678
22210,677
22221,677
22233,678
22244,677
22255,678
22266,677
22279,677
22290,677
22301,677
22312,677
22324,677
22335,677
22347,678
22359,677
22370,677
22381,677
22392,678
22404,678
22416,677
22427,678
22438,677
22450,678
22461,677
22472,677
22484,678
22496,677
22507,678
22518,677
22530,678
22542,677
22553,677
22564,678
