0,0,469
200,0,470
401,0,470
602,0,469
802,0,469
1002,0,470
1203,0,470
1403,0,470
1604,277,470
1805,697,470
2007,1023,470
2207,1023,470
2408,1023,470
2609,1023,471
2809,1023,471
3010,1023,471
3211,1023,472
3411,1023,472
3612,1023,472
3814,1023,473
4015,1023,474
4215,1023,474
4416,1023,475
4617,1023,475
4817,1023,476
5018,1023,476
5219,1023,477
5420,1023,478
5621,1023,479
5822,1023,479
6023,1023,480
6223,1023,481
6424,1023,481
6625,1023,482
6825,1023,483
7026,1023,484
7228,1023,484
7429,1023,485
7629,1023,486
7830,1023,487
8031,1023,487
8231,1023,488
8432,1023,489
8633,1023,490
8834,1023,490
9035,1023,492
9236,1023,492
9437,1023,493
9637,1023,494
9838,1023,495
10039,1023,495
10240,1023,496
10440,1023,497
10642,1023,497
10843,1023,498
11043,1023,499
11244,1023,500
11445,1023,500
11645,1023,501
11846,1023,502
12048,1023,502
12249,1023,503
12449,1023,503
12650,1023,504
12851,1023,505
13051,1023,505
13253,1023,506
13454,1023,507
13655,1023,508
13855,1023,508
14056,1023,509
14257,1023,510
14458,1023,510
14659,1023,511
14860,1023,512
15060,1023,512
15261,1023,513
15462,1023,513
15663,1023,513
15864,1023,514
16065,1023,515
16266,1023,515
16466,1023,516
16667,1023,516
16868,1023,517
17070,1023,517
17270,1023,518
17471,1023,518
17672,1023,519
17872,1023,519
18073,1023,520
18274,1023,520
18476,1023,520
18676,1023,521
18877,1023,521
19078,1023,522
19278,1023,522
19479,1023,523
19681,1023,523
19881,1023,523
20082,1023,524
20283,1023,525
20484,1023,525
20684,1023,526
20885,1023,526
21087,1023,527
21287,1023,527
21488,1023,528
21689,1023,528
21890,1023,529
22090,1023,529
22292,1023,530
22493,1023,530
22693,1023,531
22894,1023,531
23095,1023,532
23296,1023,532
23496,1023,533
23698,1023,533
23899,1023,534
24099,1023,534
24300,1023,535
24501,1023,535
24701,1023,536
24903,1023,536
25104,1023,537
25305,1023,537
25505,1023,538
25706,1023,538
25907,1023,539
26108,1023,539
26309,1023,540
26510,1023,540
26711,1023,541
26911,1023,541
27112,1023,542
27313,1023,542
27514,1023,543
27715,1023,543
27916,1023,544
28116,1023,544
28317,1023,545
28518,1023,545
28720,1023,546
28920,1023,547
29121,1023,547
29322,1023,547
29522,1023,548
29723,1023,548
29924,1023,549
30126,1023,549
30326,1023,549
30527,1023,550
30728,1023,551
30928,1023,551
31129,1023,552
31331,1023,552
31532,1023,553
31732,1023,553
31933,1023,553
32134,1023,554
32334,1023,554
32536,1023,554
32737,1023,555
32937,1023,555
33138,1023,555
33339,1023,556
33540,1023,556
33740,1023,557
33942,1023,557
34143,1023,557
34343,1023,558
34544,1023,558
34745,1023,558
34946,1023,559
35147,1023,559
35348,1023,560
35549,1023,560
35749,1023,561
35950,1023,561
36151,1023,562
36353,1023,562
36553,1023,562
36754,1023,563
36955,1023,563
37155,1023,564
37356,1023,564
37557,1023,564
37758,1023,565
37959,1023,565
38160,1023,566
38361,1023,566
38561,1023,566
38762,1023,566
38964,1023,567
39164,1023,567
39365,1023,567
39566,1023,567
39767,1023,567
39967,1023,567
40169,1023,567
40370,1023,568
40570,1023,568
40771,1023,568
40972,1023,568
41172,1023,568
41373,1023,568
41575,1023,568
41776,1023,568
41976,1023,568
42177,1023,569
42378,1023,568
42578,1023,569
42780,1023,569
42981,1023,569
43182,1023,569
43382,1023,569
43583,1023,569
43784,1023,570
43984,1023,570
44186,1023,570
44387,1023,570
44588,1023,570
44788,1023,570
44989,1023,570
45190,1023,570
45391,1023,570
45592,1023,571
45793,1023,571
45993,1023,571
46194,1023,571
46395,1023,571
46597,1023,571
46797,1023,571
46998,1023,571
47199,1023,571
47399,1023,571
47600,1023,571
47801,1023,571
48003,1023,571
48203,1023,572
48404,1023,571
48605,1023,572
48805,1023,572
49006,1023,572
49208,1023,572
49409,1023,572
49609,1023,572
49810,1023,572
50011,1023,572
50211,1023,573
50413,1023,573
50614,1023,573
50814,1023,573
51015,1023,573
51216,1023,573
51417,1023,573
51617,1023,573
51819,1023,573
52020,1023,573
52220,1023,573
52421,1023,574
52622,1023,574
52823,1023,574
53024,1023,574
53225,1023,574
53426,1023,574
53626,1023,574
53827,1023,574
54028,1023,574
54228,1023,574
54430,1023,575
54631,1023,575
54832,1023,575
55032,1023,575
55233,1023,575
55434,1023,575
55635,1023,575
