Relative_Time_[ms],Voltage_out_[AU]
17133,678
17144,678
17157,678
17168,678
17179,678
17190,678
17202,678
17213,678
17225,678
17236,678
17248,678
17259,678
17270,678
17283,678
17294,678
17305,678
17316,678
17328,678
17339,678
17351,678
17362,677
17374,678
17385,678
17396,678
17408,678
17420,678
17431,678
17442,678
17454,678
17465,678
17476,678
17488,678
17500,678
17511,678
17522,678
17533,678
17545,678
17557,678
17568,678
17580,678
17591,678
17602,678
17613,678
17626,678
17637,678
17648,678
17659,678
17671,678
17683,678
17694,678
17705,678
17717,678
17728,678
17739,678
17752,678
17763,678
17774,678
17785,678
17797,678
17808,678
17820,678
17831,678
17843,678
17854,677
17865,678
17876,678
17889,678
17900,678
17911,678
17923,678
17934,678
17945,678
17957,678
17969,678
17980,678
17991,678
18002,678
18015,677
18026,678
18037,678
18049,678
18060,678
18071,677
18083,678
18095,678
18106,678
18117,678
18128,678
18140,678
18152,678
18163,678
18174,678
18186,678
18197,678
18208,678
18221,678
18232,678
18243,677
18254,678
18266,678
18277,678
18289,678
18300,678
18312,678
18323,678
18334,678
18345,678
18358,678
18369,678
18380,678
18392,678
18403,678
18415,678
18426,678
18438,678
18449,678
18460,678
18471,678
18484,678
18495,678
18506,678
18518,678
18529,677
18540,678
18552,678
18564,678
18575,678
18586,678
18597,678
18609,678
18621,678
18632,678
18643,678
18655,678
18666,678
18677,678
18690,678
18701,678
18712,678
18723,678
18735,678
18747,678
18758,678
18769,678
18781,677
18792,678
18803,678
18816,678
18827,678
18838,678
18849,678
18861,678
18872,678
18884,678
18895,678
18907,678
18918,678
18929,678
18940,678
18953,678
18964,678
18975,678
18987,678
18998,678
19009,678
19021,678
19033,678
19044,678
19055,678
19066,678
19078,678
19090,678
19101,678
19112,678
19124,678
19135,678
19147,678
19159,678
19170,678
19181,678
19192,678
19204,678
19216,678
19227,677
19238,678
19250,678
19261,678
19272,678
19284,678
19296,678
19307,678
19318,678
19330,678
19341,678
19353,678
19364,678
19376,678
19387,678
19398,678
19409,678
19422,678
19433,678
19444,678
19456,678
19467,678
19479,678
19490,678
19502,678
19513,678
19524,678
19535,677
19548,678
19559,678
19570,678
19581,678
19593,678
19604,678
19616,678
19628,678
19639,678
19650,678
19661,678
19673,678
19685,677
19696,678
19707,678
19719,678
19730,678
19741,678
19753,678
19765,678
19776,678
19787,678
19799,678
19810,678
19822,677
19833,678
19845,678
19856,678
19867,678
19879,678
19891,677
19902,678
19913,678
19924,678
19936,678
19948,678
19959,678
19971,678
19982,678
19993,678
20004,677
20017,678
20028,678
20039,678
20050,678
20062,678
20073,678
20085,678
20097,678
20108,678
20119,678
20130,678
20142,678
20154,678
20165,678
20176,678
20188,678
20199,678
20211,678
20222,678
20234,678
20245,678
20256,678
20268,678
20280,678
20291,678
20302,678
20314,678
20325,678
20336,678
20348,678
20360,678
20371,678
20382,678
20393,678
20405,678
20417,677
20428,678
20440,678
20451,678
20462,678
20473,678
20486,678
20497,678
20508,678
20519,678
20531,678
20542,678
20554,678
20566,678
20577,678
20588,678
20599,678
20612,678
20623,678
20634,678
20645,678
20657,678
20668,678
20680,678
20691,678
20703,678
20714,678
20725,678
20737,678
20749,678
20760,678
20771,678
20783,678
20794,678
20805,678
20817,678
20829,678
20840,678
20851,678
20862,678
20874,678
20886,678
20897,678
20909,678
20920,678
20931,678
20943,678
20955,678
20966,678
20977,678
20988,678
21000,678
21012,678
21023,678
21035,678
21046,678
21057,678
21068,678
21081,678
21092,678
21103,678
21114,678
21126,678
21137,678
21149,678
21160,678
21172,678
21183,677
21194,678
21206,678
21218,678
21229,678
21240,678
21252,678
21263,678
21274,678
21286,678
21298,678
21309,678
21320,678
21331,677
21344,678
21355,678
21366,678
21378,678
21389,678
21400,678
21412,678
21424,678
21435,677
21446,678
21457,678
21469,678
21481,678
21492,678
21504,678
21515,678
21526,678
21537,678
21550,678
21561,678
21572,678
21583,678
21595,678
21606,678
21618,677
21629,678
21641,678
21652,678
21663,678
21676,678
21687,678
21698,678
21709,678
21721,678
21732,678
21744,678
21755,678
21767,678
21778,678
21789,678
21800,678
21813,678
21824,678
21835,678
21847,678
21858,678
21869,678
21881,678
21893,678
21904,678
21915,678
21926,678
21938,678
21950,678
21961,678
21972,678
21984,678
21995,677
22006,678
22019,678
22030,678
22041,678
22052,678
22064,678
22076,678
22087,678
22098,678
22110,678
22121,678
22132,678
22145,678
22156,678
22167,678
22178,678
22190,678
22201,678
22213,678
22224,678
22236,678
22247,677
22258,678
22269,678
22282,678
22293,678
22304,678
22316,678
22327,678
22338,678
22350,678
22362,678
22373,678
22384,678
22395,678
22408,678
22419,678
22430,678
22441,678
22453,678
22464,678
22476,678
22488,678
22499,678
22510,678
22521,678
22533,678
22545,678
22556,678
22567,678
22579,678
22590,678
22601,678
22614,678
22625,678
22636,678
22647,677
22659,678
22670,678
22682,678
22693,678
22705,678
22716,678
22727,678
22738,678
22751,678
22762,678
22773,678
22785,678
22796,678
22808,678
22819,678
22831,678
22842,678
22853,678
22864,661
22877,680
22888,678
22899,678
22910,678
22922,678
22933,678
22945,678
22957,678
22968,678
22979,678
22990,678
23002,678
23014,678
23025,678
23036,678
23048,678
23059,678
23070,678
23083,678
23094,678
23105,678
23116,678
23128,678
23140,678
23151,678
23162,678
23174,678
23185,678
23196,678
23208,678
23220,678
23231,678
23242,678
23254,678
23265,678
23277,678
23288,678
23300,678
23311,677
23322,678
23333,678
23346,678
23357,678
23368,678
23379,678
23391,678
23402,678
23414,677
23426,678
23437,678
23448,678
23459,678
23471,678
23483,678
23494,678
23505,678
23517,678
23528,678
23540,678
23552,678
23563,678
23574,678
23585,678
23597,678
23609,678
23620,678
23631,678
23643,677
23654,678
23665,678
23677,678
23689,678
23700,678
23711,678
23723,678
23734,678
23746,678
23757,678
23769,678
23780,677
23791,677
23802,678
23815,678
23826,678
23837,678
23848,678
23860,678
23872,678
23883,678
23895,678
23906,678
23917,678
23928,678
23941,678
23952,678
23963,678
23974,678
23986,678
23997,678
24009,678
24020,678
24032,678
24043,678
24054,678
24066,678
24078,678
24089,678
24100,678
24112,678
24123,677
24134,678
24146,678
24158,678
24169,678
24180,678
24192,677
24203,678
24215,678
24226,678
